"filename", "language", "Markdown", "JSON", "JSON with Comments", "HTML", "TypeScript", "vue", "SCSS", "JavaScript", "YAML", "comment", "blank", "total"
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\ImageElementOperate.vue", "vue", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 8, 67
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\LineElementOperate.vue", "vue", 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 12, 126
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\LinkHandler.vue", "vue", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 7, 74
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\MultiSelectOperate.vue", "vue", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 11, 82
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\ResizeHandler.vue", "vue", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 5, 85
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\RotateHandler.vue", "vue", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\ShapeElementOperate.vue", "vue", 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 11, 109
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\TableElementOperate.vue", "vue", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 8, 62
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\TextElementOperate.vue", "vue", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Operate\index.vue", "vue", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 13, 138
"e:\Code\WhatsPPT\src\views\Editor\Canvas\Ruler.vue", "vue", 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 19, 199
"e:\Code\WhatsPPT\src\views\Editor\Canvas\ShapeCreateCanvas.vue", "vue", 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 24, 195
"e:\Code\WhatsPPT\src\views\Editor\Canvas\ViewportBackground.vue", "vue", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 5, 33
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useCommonOperate.ts", "TypeScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 3, 4, 49
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useDragElement.ts", "TypeScript", 0, 0, 0, 0, 265, 0, 0, 0, 0, 17, 45, 327
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useDragLineElement.ts", "TypeScript", 0, 0, 0, 0, 192, 0, 0, 0, 0, 6, 34, 232
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useDropImageOrText.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 2, 10, 64
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useInsertFromCreateSelection.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 3, 16, 95
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useMouseSelection.ts", "TypeScript", 0, 0, 0, 0, 114, 0, 0, 0, 0, 9, 23, 146
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useMoveShapeKeypoint.ts", "TypeScript", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 25, 124
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useRotateElement.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 9, 19, 100
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useScaleElement.ts", "TypeScript", 0, 0, 0, 0, 461, 0, 0, 0, 0, 38, 80, 579
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useSelectElement.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 10, 16, 93
"e:\Code\WhatsPPT\src\views\Editor\Canvas\hooks\useViewportSize.ts", "TypeScript", 0, 0, 0, 0, 93, 0, 0, 0, 0, 7, 24, 124
"e:\Code\WhatsPPT\src\views\Editor\Canvas\index.vue", "vue", 0, 0, 0, 0, 0, 334, 0, 0, 0, 0, 37, 371
"e:\Code\WhatsPPT\src\views\Editor\EditorHeader\HotkeyDoc.vue", "vue", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 4, 49
"e:\Code\WhatsPPT\src\views\Editor\EditorHeader\index.vue", "vue", 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 23, 243
"e:\Code\WhatsPPT\src\views\Editor\ExportDialog\ExportImage.vue", "vue", 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 18, 185
"e:\Code\WhatsPPT\src\views\Editor\ExportDialog\ExportJSON.vue", "vue", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 7, 82
"e:\Code\WhatsPPT\src\views\Editor\ExportDialog\ExportPDF.vue", "vue", 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 13, 168
"e:\Code\WhatsPPT\src\views\Editor\ExportDialog\ExportPPTX.vue", "vue", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 15, 149
"e:\Code\WhatsPPT\src\views\Editor\ExportDialog\ExportSpecificFile.vue", "vue", 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 13, 130
"e:\Code\WhatsPPT\src\views\Editor\ExportDialog\index.vue", "vue", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 9, 70
"e:\Code\WhatsPPT\src\views\Editor\MarkupPanel.vue", "vue", 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 13, 190
"e:\Code\WhatsPPT\src\views\Editor\NotesPanel.vue", "vue", 0, 0, 0, 0, 0, 312, 0, 0, 0, 0, 39, 351
"e:\Code\WhatsPPT\src\views\Editor\Remark\Editor.vue", "vue", 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 32, 251
"e:\Code\WhatsPPT\src\views\Editor\Remark\index.vue", "vue", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 16, 89
"e:\Code\WhatsPPT\src\views\Editor\SearchPanel.vue", "vue", 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 12, 151
"e:\Code\WhatsPPT\src\views\Editor\SelectPanel.vue", "vue", 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 21, 251
"e:\Code\WhatsPPT\src\views\Editor\Thumbnails\Templates.vue", "vue", 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 24, 193
"e:\Code\WhatsPPT\src\views\Editor\Thumbnails\index.vue", "vue", 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 57, 528
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementAnimationPanel.vue", "vue", 0, 0, 0, 0, 0, 449, 0, 0, 0, 0, 49, 498
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementPositionPanel.vue", "vue", 0, 0, 0, 0, 0, 276, 0, 0, 0, 0, 40, 316
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\AudioStylePanel.vue", "vue", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 9, 77
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\ChartStylePanel\ChartDataEditor.vue", "vue", 0, 0, 0, 0, 0, 490, 0, 0, 0, 0, 60, 550
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\ChartStylePanel\index.vue", "vue", 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 38, 302
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\ImageStylePanel.vue", "vue", 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 40, 357
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\LatexStylePanel.vue", "vue", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 14, 102
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\LineStylePanel.vue", "vue", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 16, 157
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\ShapeStylePanel.vue", "vue", 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 28, 307
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\TableStylePanel.vue", "vue", 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 45, 419
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\TextStylePanel.vue", "vue", 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 21, 270
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\VideoStylePanel.vue", "vue", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 12, 106
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ElementStylePanel\index.vue", "vue", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 5, 40
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\MultiPositionPanel.vue", "vue", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 6, 58
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\MultiStylePanel.vue", "vue", 0, 0, 0, 0, 0, 254, 0, 0, 0, 0, 21, 275
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\SlideAnimationPanel.vue", "vue", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 13, 250
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\SlideDesignPanel.vue", "vue", 0, 0, 0, 0, 0, 543, 0, 0, 0, 0, 50, 593
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\SymbolPanel.vue", "vue", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 12, 78
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\ThemeStylesExtract.vue", "vue", 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 19, 218
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\ElementColorMask.vue", "vue", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 11, 87
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\ElementFilter.vue", "vue", 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 19, 196
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\ElementFlip.vue", "vue", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 8, 57
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\ElementOpacity.vue", "vue", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 7, 51
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\ElementOutline.vue", "vue", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 12, 133
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\ElementShadow.vue", "vue", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 9, 118
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\RichTextBase.vue", "vue", 0, 0, 0, 0, 0, 359, 0, 0, 0, 0, 27, 386
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\common\SVGLine.vue", "vue", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 7, 69
"e:\Code\WhatsPPT\src\views\Editor\Toolbar\index.vue", "vue", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 12, 115
"e:\Code\WhatsPPT\src\views\Editor\index.vue", "vue", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 10, 103
"e:\Code\WhatsPPT\src\views\Mobile\MobileEditor\ElementToolbar.vue", "vue", 0, 0, 0, 0, 0, 259, 0, 0, 0, 0, 32, 291
"e:\Code\WhatsPPT\src\views\Mobile\MobileEditor\Header.vue", "vue", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 5, 50
"e:\Code\WhatsPPT\src\views\Mobile\MobileEditor\MobileEditableElement.vue", "vue", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"e:\Code\WhatsPPT\src\views\Mobile\MobileEditor\MobileOperate.vue", "vue", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 9, 79
"e:\Code\WhatsPPT\src\views\Mobile\MobileEditor\SlideToolbar.vue", "vue", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 17, 143
"e:\Code\WhatsPPT\src\views\Mobile\MobileEditor\index.vue", "vue", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 18, 147
"e:\Code\WhatsPPT\src\views\Mobile\MobilePlayer.vue", "vue", 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 26, 256
"e:\Code\WhatsPPT\src\views\Mobile\MobilePreview.vue", "vue", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 11, 90
"e:\Code\WhatsPPT\src\views\Mobile\MobileThumbnails.vue", "vue", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 11, 101
"e:\Code\WhatsPPT\src\views\Mobile\index.vue", "vue", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 6, 36
"e:\Code\WhatsPPT\src\views\Screen\BaseView.vue", "vue", 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 23, 275
"e:\Code\WhatsPPT\src\views\Screen\CountdownTimer.vue", "vue", 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 24, 203
"e:\Code\WhatsPPT\src\views\Screen\PresenterView.vue", "vue", 0, 0, 0, 0, 0, 305, 0, 0, 0, 0, 34, 339
"e:\Code\WhatsPPT\src\views\Screen\ScreenElement.vue", "vue", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 13, 109
"e:\Code\WhatsPPT\src\views\Screen\ScreenSlide.vue", "vue", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 7, 64
"e:\Code\WhatsPPT\src\views\Screen\ScreenSlideList.vue", "vue", 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 11, 202
"e:\Code\WhatsPPT\src\views\Screen\SlideThumbnails.vue", "vue", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 14, 94
"e:\Code\WhatsPPT\src\views\Screen\WritingBoardTool.vue", "vue", 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 24, 252
"e:\Code\WhatsPPT\src\views\Screen\hooks\useExecPlay.ts", "TypeScript", 0, 0, 0, 0, 201, 0, 0, 0, 0, 25, 38, 264
"e:\Code\WhatsPPT\src\views\Screen\hooks\useFullscreen.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 7, 38
"e:\Code\WhatsPPT\src\views\Screen\hooks\useSlideSize.ts", "TypeScript", 0, 0, 0, 0, 40, 0, 0, 0, 0, 1, 6, 47
"e:\Code\WhatsPPT\src\views\Screen\hooks\useSlidesWithTurningMode.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 3, 27
"e:\Code\WhatsPPT\src\views\Screen\index.vue", "vue", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 8, 39
"e:\Code\WhatsPPT\src\views\components\ThumbnailSlide\ThumbnailElement.vue", "vue", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 4, 50
"e:\Code\WhatsPPT\src\views\components\ThumbnailSlide\index.vue", "vue", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 7, 78
"e:\Code\WhatsPPT\src\views\components\element\AudioElement\AudioPlayer.vue", "vue", 0, 0, 0, 0, 0, 440, 0, 0, 0, 0, 63, 503
"e:\Code\WhatsPPT\src\views\components\element\AudioElement\BaseAudioElement.vue", "vue", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 5, 59
"e:\Code\WhatsPPT\src\views\components\element\AudioElement\ScreenAudioElement.vue", "vue", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 16, 121
"e:\Code\WhatsPPT\src\views\components\element\AudioElement\index.vue", "vue", 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 15, 121
"e:\Code\WhatsPPT\src\views\components\element\ChartElement\BaseChartElement.vue", "vue", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 5, 68
"e:\Code\WhatsPPT\src\views\components\element\ChartElement\Chart.vue", "vue", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 11, 83
"e:\Code\WhatsPPT\src\views\components\element\ChartElement\chartOption.ts", "TypeScript", 0, 0, 0, 0, 281, 0, 0, 0, 0, 6, 6, 293
"e:\Code\WhatsPPT\src\views\components\element\ChartElement\index.vue", "vue", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 9, 89
"e:\Code\WhatsPPT\src\views\components\element\ElementOutline.vue", "vue", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 5, 48
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\BaseImageElement.vue", "vue", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 12, 109
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\ImageClipHandler.vue", "vue", 0, 0, 0, 0, 0, 574, 0, 0, 0, 0, 73, 647
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\ImageOutline\ImageEllipseOutline.vue", "vue", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\ImageOutline\ImagePolygonOutline.vue", "vue", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 4, 49
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\ImageOutline\ImageRectOutline.vue", "vue", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 4, 54
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\ImageOutline\index.vue", "vue", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 4, 41
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\index.vue", "vue", 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 27, 194
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\useClipImage.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 8, 53
"e:\Code\WhatsPPT\src\views\components\element\ImageElement\useFilter.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"e:\Code\WhatsPPT\src\views\components\element\LatexElement\BaseLatexElement.vue", "vue", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 5, 64
"e:\Code\WhatsPPT\src\views\components\element\LatexElement\index.vue", "vue", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 9, 91
"e:\Code\WhatsPPT\src\views\components\element\LineElement\BaseLineElement.vue", "vue", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 11, 102
"e:\Code\WhatsPPT\src\views\components\element\LineElement\LinePointMarker.vue", "vue", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 5, 45
"e:\Code\WhatsPPT\src\views\components\element\LineElement\index.vue", "vue", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 14, 135
"e:\Code\WhatsPPT\src\views\components\element\ProsemirrorEditor.vue", "vue", 0, 0, 0, 0, 0, 295, 0, 0, 0, 0, 29, 324
"e:\Code\WhatsPPT\src\views\components\element\ShapeElement\BaseShapeElement.vue", "vue", 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 13, 140
"e:\Code\WhatsPPT\src\views\components\element\ShapeElement\GradientDefs.vue", "vue", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"e:\Code\WhatsPPT\src\views\components\element\ShapeElement\index.vue", "vue", 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 30, 246
"e:\Code\WhatsPPT\src\views\components\element\TableElement\BaseTableElement.vue", "vue", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 5, 52
"e:\Code\WhatsPPT\src\views\components\element\TableElement\CustomTextarea.vue", "vue", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 15, 93
"e:\Code\WhatsPPT\src\views\components\element\TableElement\EditableTable.vue", "vue", 0, 0, 0, 0, 0, 732, 0, 0, 0, 0, 108, 840
"e:\Code\WhatsPPT\src\views\components\element\TableElement\StaticTable.vue", "vue", 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 13, 143
"e:\Code\WhatsPPT\src\views\components\element\TableElement\index.vue", "vue", 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 31, 205
"e:\Code\WhatsPPT\src\views\components\element\TableElement\useHideCells.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 6, 31
"e:\Code\WhatsPPT\src\views\components\element\TableElement\useSubThemeColor.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 3, 18
"e:\Code\WhatsPPT\src\views\components\element\TableElement\utils.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 4, 4, 39
"e:\Code\WhatsPPT\src\views\components\element\TextElement\BaseTextElement.vue", "vue", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 8, 87
"e:\Code\WhatsPPT\src\views\components\element\TextElement\index.vue", "vue", 0, 0, 0, 0, 0, 193, 0, 0, 0, 1, 27, 221
"e:\Code\WhatsPPT\src\views\components\element\VideoElement\BaseVideoElement.vue", "vue", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 4, 53
"e:\Code\WhatsPPT\src\views\components\element\VideoElement\ScreenVideoElement.vue", "vue", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 8, 63
"e:\Code\WhatsPPT\src\views\components\element\VideoElement\VideoPlayer\index.vue", "vue", 0, 0, 0, 0, 0, 617, 0, 0, 0, 0, 76, 693
"e:\Code\WhatsPPT\src\views\components\element\VideoElement\VideoPlayer\useMSE.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 2, 5, 41
"e:\Code\WhatsPPT\src\views\components\element\VideoElement\index.vue", "vue", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 10, 111
"e:\Code\WhatsPPT\src\views\components\element\hooks\useElementFlip.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 4, 18
"e:\Code\WhatsPPT\src\views\components\element\hooks\useElementOutline.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 3, 23
"e:\Code\WhatsPPT\src\views\components\element\hooks\useElementShadow.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 2, 17
"e:\Code\WhatsPPT\tsconfig.app.json", "JSON", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"e:\Code\WhatsPPT\tsconfig.json", "JSON with Comments", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"e:\Code\WhatsPPT\tsconfig.node.json", "JSON", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"e:\Code\WhatsPPT\vite.config.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 8, 3, 39
"Total", "-", 1069, 31590, 11, 61, 12666, 24265, 321, 82, 25, 968, 4834, 75892
